arch,winner,val_f1,test_f1,cv_mean,cv_std,itw_win_acc,itw_sess_acc
A_baseline,C12_combo_A,0.8624351837911371,0.9413026441406105,0.918251442851744,0.04190547727918754,0.7416666666666667,0.8333333333333334
D_dilated_reg,C8_more_sd,0.8418342029310861,0.9407648514461734,0.9248,0.0333,0.7292,0.8333
